Gene	Trait	CellType	Tissue
ADGRB3:ASIC2:ATP1B1:CACNA1B:CACNA1C:CACNA1D:CACNB2:FGF12:GABRA1:GABRG3:GRIN2A:GRIN2B:PRKCA:RGS7:RIMS1:SLC4A10:SLC6A1:TCF12	Bipolar-Disorder_Stahl_2018	In1c	DER22
ADGRB3:ADGRL3:AKT3:ANKS1B:ATP2B2:BRAF:CACNA1C:CACNA1D:CACNB2:CADPS:CREB1:FGF12:GABRA1:GABRG3:GRIN2A:MAP2:MAPK1:MAPK10:MEF2A:NEDD4L:NKAIN2:PRKCA:RGS7:RIMS1:SCN2A:SLC4A10:SMARCA2:SYNE1:TCF12:TMEM108:YWHAG	Bipolar-Disorder_Stahl_2018	In3	DER22
AKT3:ALK:ATP1B3:ATP2B2:BCL11B:BRAF:CACNA1B:CACNA1C:CACNA1D:CACNB2:CADPS:CAND1:CERS6:FGF12:GABRA1:GABRG3:GRIA4:GRIN2A:KCNC2:LUC7L2:LUC7L3:MAP2:MAPK1:MAPK10:MEF2A:NEDD4L:NKAIN2:PRKCA:PTPRT:RGS7:RIMS1:RYR2:SCN2A:SCN3A:SLC20A2:SLC4A10:SSBP2:SYNE1:TCF12:TMEM108:YWHAG	Bipolar-Disorder_Stahl_2018	In4a	DER22
ADD3:ALK:ATXN1:BCL11B:BRAF:CACNA1B:CACNA1C:CACNA1D:CACNB2:CADPS:FGF12:GABRG3:GRIN2A:GRM5:HLF:MAPK1:NKAIN2:NRG1:PDE4D:PRKCA:PTPRT:QKI:RGS7:RIMS1:SLC24A2:SLC4A10:SLC6A1:SSBP2:SYNE1:TCF12	Bipolar-Disorder_Stahl_2018	In4b	DER22
AKT3:ASIC2:ATP2B2:BRAF:CACNA1C:CACNA1D:CADPS:FGF12:GRIN2A:GSK3B:MAPK10:PDE4D:PPFIA2:PRKCA:RGS7:RYR2:SLC24A2:SLC4A10:TCF12	Bipolar-Disorder_Stahl_2018	In6b	DER22
ATP1B1:ATP2B2:CACNA1C:CACNA1D:CACNG8:CERS6:FGF12:GRIN2A:GRIN2B:KCNB1:NCOA2:NKAIN2:RIMS1:RYR2:SCN2A:SLC24A2:SLC4A10:SLC6A1	Bipolar-Disorder_Stahl_2018	In7	DER22
CACNA1C:CACNA1D:CACNB2:CADPS:FGF12:GRIN2A:GRIN2B:GRM5:NKAIN2:PRKCA:RIMS1:RUNX1T1:SLC24A2:SLC4A10:SSBP2:TCF12	Bipolar-Disorder_Stahl_2018	In8	DER22
ADD3:ANKS1B:ATP1A2:CACNA1C:CALD1:FGF12:GRIN2A:KCNC2:MAPK1:MEF2A:NKAIN2:PACS1:PDE4D:PLCL1:PRKCA:QKI:RBMS3:RGS7:SLC20A2:SLC24A2:SLC4A10:SYNE1:TCF12	Bipolar-Disorder_Stahl_2018	Per	DER22
ADGRB3:AGBL4:APOE:ATP1B2:AUTS2:BRINP3:CADM1:CADM2:CELF1:CELF2:DENND1A:DGKG:DLG2:ERBB4:GPRC5B:ITCH:MAGI2:NAV1:NCAM1:NCOA1:NEGR1:NR3C1:NRXN1:NRXN3:NTM:NTRK2:POU2F1:PPFIA2:RERE:RORA:SH2B1:SLC1A3:TRPS1:ZBTB20	BMI_Locke_2015_BMI-European	Astro	DER22
ADK:AGBL4:AK5:AKT3:AUTS2:BRINP3:CACNA1D:CADM2:CADPS:CAMKV:CATSPER2:CKB:CLIP1:HIVEP3:JMJD1C:LRRTM4:MAGI2:MTA3:NCAM1:NCOA1:NEGR1:NPEPPS:NR3C1:NRXN3:NTM:NTRK2:OPCML:PKM:POU2F1:PPFIA2:RCAN2:RERE:RNPS1:TRPC1:ZMYND8	BMI_Locke_2015_BMI-European	Ex1	DER22
ADK:AGBL4:AK5:AKT3:AUTS2:BRINP3:CACNA1D:CADM1:CADM2:CAMKV:CATSPER2:CKB:DENND1A:FNBP4:HIVEP3:JMJD1C:LRRTM4:MAP2K5:MARK3:MEF2C:NCAM1:NCOA1:NEGR1:NF1:NPEPPS:NR3C1:NRXN3:NTM:NTRK2:OPCML:POU2F1:PPFIA2:RASA2:RBFOX1:RCAN2:RERE:SRPK2:TRPC1:TUBA1B	BMI_Locke_2015_BMI-European	Ex2	DER22
AGBL4:AKT3:AUTS2:BRINP3:CACNA1D:CADM1:CADM2:CADPS:CAMKV:CLIP1:ELAVL4:FOXO3:FSTL5:GAP43:JMJD1C:LRRTM4:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:OPCML:PDZRN4:POU2F1:RERE:TUBA1A:TUBA1B	BMI_Locke_2015_BMI-European	Ex4	DER22
AGBL4:AKT3:AUTS2:BRINP3:CACNA1D:CADM2:CAMKV:CATSPER2:FNBP4:JMJD1C:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:OPCML:POU2F1:PPFIA2:RERE:STAG1:TRPC1	BMI_Locke_2015_BMI-European	Ex5b	DER22
ADK:AGBL4:AK5:AKT3:AUTS2:CACNA1D:CADM1:CADM2:CAMKV:CLIP1:ELAVL4:ETV5:FNBP4:FTO:GTF3A:HIVEP3:JMJD1C:MTA3:NCAM1:NCOA1:NEGR1:NF1:NPEPPS:NR3C1:NRXN3:NTM:NTRK2:OPCML:PDE5A:PDZRN4:PKM:POU2F1:RCAN2:RERE:STAG1:TUBA1A:TUBA1B:ZFPM2	BMI_Locke_2015_BMI-European	Ex6a	DER22
ADK:AGBL4:AK5:AKT3:AUTS2:CACNA1D:CADM1:CADM2:CADPS:CAMKV:CKB:CLIP1:DCAF7:DGKG:ERBB4:FNBP4:HIVEP3:KCNMA1:LINGO1:LINGO2:LRRTM4:MAGI2:MTA3:MTCH2:NCAM1:NCOA1:NEGR1:NF1:NPEPPS:NR3C1:NRXN3:NTM:NTRK2:OPCML:PDE4B:PDS5B:PDZRN4:PKM:POU2F1:PTPRN2:RBFOX1:RCAN2:RERE:ROBO1:SORBS2:SRPK2:STAG1:TUBA1A:TUBA1B:ZFPM2	BMI_Locke_2015_BMI-European	Ex6b	DER22
ADK:AGBL4:AK5:AKT3:APBA1:AUTS2:CACNA1D:CADM2:CADPS:CAMKV:CATSPER2:CLIP1:DENND1A:DNM1:DYRK1A:FNBP4:HIVEP3:JMJD1C:LRRTM4:MTCH2:NCAM1:NCOA1:NEGR1:NF1:NR3C1:NRXN3:NTM:NTRK2:OPCML:PDZRN4:POU2F1:PPFIA2:RBFOX1:RCAN2:RERE:RIT2:SLC8A1:SORBS2:SSBP2	BMI_Locke_2015_BMI-European	Ex8	DER22
AGBL4:CACNA1D:CADM1:CADM2:CATSPER2:ERBB4:FNBP4:FSTL5:MAGI2:NCAM1:NEGR1:NRXN3:NTM:NTRK2:OPCML:POU2F1:PPFIA2:RCAN2:SH2B1:SLC8A1:STAG1	BMI_Locke_2015_BMI-European	In1a	DER22
AGBL4:CACNA1D:CADM1:CADM2:CATSPER2:CPEB4:FNBP4:FSTL5:HIVEP3:JMJD1C:LRRTM4:NCAM1:NEGR1:NFIX:NRXN3:NTM:OPCML:PDS5B:POU2F1:PPFIA2:RCAN2:SRPK2:STAG1:TUBA1B	BMI_Locke_2015_BMI-European	In1b	DER22
ACAP2:ADK:AGBL4:AK5:AKT3:AUTS2:CACNA1D:CADM1:CADM2:CAMKV:CKB:CLIP1:DENND1A:DNM1:FNBP4:FTO:GRIA1:JMJD1C:MARK3:MAST2:MEF2C:NCAM1:NCOA1:NDUFS1:NEGR1:NPEPPS:NR3C1:NRXN3:NTM:NTRK2:NUCKS1:OPCML:PDS5B:PKM:POU2F1:PPFIA2:RCAN2:RERE:SCARB2:SRPK2:STAG1:TUBA1A:UCHL1:YPEL3:ZBTB20	BMI_Locke_2015_BMI-European	In1c	DER22
ADK:AGBL4:AK5:AUTS2:CACNA1D:CADM1:CADM2:CAMKV:CATSPER2:DGKG:FNBP4:HIVEP3:NCAM1:NCOA1:NEGR1:NFIX:NR3C1:NRXN3:NTM:OPCML:PDS5B:POU2F1:RCAN2:RERE:STAG1:TP53BP1:ZBTB20	BMI_Locke_2015_BMI-European	In3	DER22
AGBL4:AKT3:CACNA1D:CADM2:DAB1:ELAVL4:ERBB4:FNBP4:FSTL5:FTO:GRIN3A:HIVEP3:JMJD1C:LRRTM4:MAGI2:NCAM1:NCOA1:NEGR1:NFIX:NRXN3:NTM:NTRK2:OPCML:POU2F1:RAP1A:RBFOX1:RCAN2:RORA:SHC3:SLC8A1:SRPK2:TP53BP1:YPEL3	BMI_Locke_2015_BMI-European	In4a	DER22
AUTS2:CADM2:CADPS:CLIP1:FSTL5:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:OPCML:POU2F1:RCAN2:RERE	BMI_Locke_2015_BMI-European	In6a	DER22
AKT3:AUTS2:CADM2:CADPS:CAMTA1:CLIP1:DGKG:FNBP4:HIVEP3:JMJD1C:LRRTM4:MAP2K5:MEF2C:NCAM1:NCOA1:NEGR1:NF1:NR3C1:NRXN3:NTM:NTRK2:OPCML:POU2F1:RCAN2:RERE	BMI_Locke_2015_BMI-European	In6b	DER22
AGBL4:AUTS2:CACNA1D:CADM2:CAMKV:DGKG:FNBP4:FSTL5:HIVEP3:JMJD1C:LRRTM4:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:OPCML:POU2F1:PTPRN:RCAN2:RERE:STAG1:ZBTB20	BMI_Locke_2015_BMI-European	In7	DER22
AGBL4:AUTS2:CACNA1D:CADM2:DGKG:DNM1:DYRK1A:FNBP4:LRRTM4:MARK3:MEF2C:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:OPCML:PAM:PDS5B:POU2F1:PPFIA2:PTBP2:QKI:RBFOX1:RCAN2:RERE:SRPK2:STAG1:TUBA1B:UBR2	BMI_Locke_2015_BMI-European	In8	DER22
ADK:AK5:AKT3:AUTS2:CACNA1D:CADM1:CADM2:FNBP4:GAB2:HIVEP3:JMJD1C:LRRTM4:MAP2K5:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:NTRK2:OPCML:PBX1:POU2F1:RCAN2:RERE:RORA:STAG1:ZBTB20	BMI_Locke_2015_BMI-European	Microglia	DER22
AUTS2:CADM1:CADM2:CELF1:CELF2:GPRC5B:NCAM1:NCOA1:NEGR1:NR3C1:NRXN3:NTM:OPCML:POU2F1:PPFIA2:PTBP2:QKI:SLC1A3:ZBTB20	BMI_Locke_2015_BMI-European	Oligo	DER22
ADK:AGBL4:AK5:AUTS2:BRINP3:CACNA1D:CADM2:ETV5:FHIT:FNBP4:GPRC5B:HIP1:LRRTM4:MARK3:MEF2C:MTA3:MTCH2:N4BP2L2:NAV1:NCAM1:NCOA1:NEGR1:NF1:NR3C1:NRXN3:NTM:OPCML:PLPPR1:POU2F1:PTBP2:QKI:RABEP1:RBFOX1:RCAN2:RERE:SCARB2:SRPK2:STAG1:STK33:TUBA1A:ZBTB20:ZFPM2	BMI_Locke_2015_BMI-European	OPC	DER22
AGBL4:AKT3:AUTS2:CADM2:DGKG:FNBP4:GGNBP2:GOLGA2:GPRC5B:HIVEP3:NCOA1:NEGR1:NR3C1:NRXN3:NTRK2:OPCML:POU2F1:RCAN2:STAG1:ZBTB20:ZFHX3	BMI_Locke_2015_BMI-European	Per	DER22
AKT3:ANKS1B:APP:AUTS2:CADM2:CALM1:CKB:CNTN1:CRB1:DAG1:DDX6:DENND1A:EHBP1:EP300:ERBB4:EYA2:FHIT:GPM6A:GRM3:GRM5:KAT2B:KIF2A:KMT2A:MAP3K5:MARK3:MEF2A:NCAM1:NME7:NRXN1:NT5C2:NTRK3:PCDH9:PDE4B:PICALM:PLCG1:PPP2R2B:PPP3CA:PRKCA:PRKD1:QKI:RBFOX1:RERE:RFTN2:SGIP1:SIPA1L1:SLC25A18:SLC7A11:SOX5:SOX6:TCF4:TEF:TRPS1:UGP2:ZBTB20	Depressive-symptoms_Baselmans_2019	Astro	DER22
AKT3:ATP1B1:AUTS2:CACNA1C:CALM1:CLASP2:DENND1A:ERBB4:FOXP1:GNAI2:GRM8:JUN:KTN1:MARK3:MBNL1:MBNL2:MEF2A:MEF2C:NCOA2:PCDH9:POGZ:QKI:RAPGEF4:RBFOX1:RBMS3:RERE:SBF2:STAT1:TCF4:USP34:ZBTB20:ZFPM2	Depressive-symptoms_Baselmans_2019	Endo	DER22
AKAP6:ANKS1B:ATF2:ATF6B:CADM2:CALM1:CELF2:CKB:DOCK4:ELMO1:ERBB4:GPM6A:GRIA2:GRIN2B:GRM5:GRM7:KCNB1:LRRC7:MAML3:MBNL2:MEF2A:MEF2C:NCAM1:NEGR1:NOL4:NR3C1:PCDH7:PCDH9:PPP3CA:RAB2A:RAPGEF4:RBFOX1:RERE:SCAI:SGIP1:TCF4:TRPS1	Depressive-symptoms_Baselmans_2019	Ex1	DER22
ADGRB3:AKAP6:ANKS1B:AUTS2:B3GLCT:BRAF:CADM2:CALM1:CKB:DCC:ELMO1:ERBB4:GRIN2B:GRM3:GRM5:GRM7:HCN1:KLC1:LRRC7:MAML3:MEF2A:MEF2C:NCAM1:NCOR1:NEGR1:NOL4:NR3C1:NRG1:NTRK2:PCDH9:PPP2R2B:PPP3CA:RAPGEF4:RBFOX1:RERE:SCAI:SGCD:SNCA:TCF4:TRPS1:USP34	Depressive-symptoms_Baselmans_2019	Ex2	DER22
ANKS1B:APP:CALM1:CELF4:CKB:CNTN1:ERC2:GPM6A:GRIA2:GRIN2B:GRM5:GRM7:HCN1:KLC1:MEF2A:MEF2C:NCAM1:NEGR1:NF1:NR3C1:NTM:PCDH9:PCLO:PPP3CA:RBFOX1:RERE:RIMS1:SIPA1L1:SNCA:TCF4	Depressive-symptoms_Baselmans_2019	Ex3e	DER22
ADCY2:AKAP6:ANKS1B:CADM2:CALM1:CKB:ERBB4:FOXP1:GAP43:GNAO1:GRIA2:GRIN2B:GRM5:GRM7:HCN1:KCNB1:LRRC7:MEF2A:MEF2C:NCAM1:NOL4:PCDH9:PPP3CA:RAPGEF4:RBFOX1:RERE:RGS6:SCAI:SLC8A1:TCF4	Depressive-symptoms_Baselmans_2019	Ex4	DER22
AKAP6:ANKS1B:APP:BRAF:CADM2:CALM1:CELF2:CELF4:CKB:CPE:ERBB4:GRIN2B:GRM5:GRM7:KLC1:LRRC7:MEF2A:MEF2C:NCAM1:NEGR1:NTM:PCDH9:PPP2R2B:PPP3CA:RAPGEF4:RBFOX1:RERE:ROBO2:SCAI:SGIP1:SLC8A1:SNCA:TCF4:USP34	Depressive-symptoms_Baselmans_2019	Ex5b	DER22
AKAP6:APP:ATP1B1:AUTS2:CADM2:CALM1:CKB:GRIN2B:GRM3:GRM5:GRM8:KCNJ3:KLC1:LRRC7:MEF2A:MEF2C:NCAM1:NEGR1:NR3C1:PCDH9:PPP2R2B:RAPGEF4:RBFOX1:RERE:SCAI:SNCA:SOX5:STRBP:TCF4:USP34	Depressive-symptoms_Baselmans_2019	Ex6a	DER22
AKAP6:AKT3:ATF2:ATP1B1:CADM2:CALM1:CELF2:CELF4:CKB:CNTN1:DDX17:ERBB4:FNBP4:GPM6A:GRIN2B:GRM3:GRM5:LRRC7:MAGI1:MAGI2:MAPK10:MARK3:MEF2A:MEF2C:NCAM1:NEGR1:NRG1:NTRK2:NTRK3:PCDH9:PPP3CA:PTPRD:PTPRN2:RBFOX1:RERE:SCAI:SGIP1:TCF4:ZFPM2	Depressive-symptoms_Baselmans_2019	Ex6b	DER22
ACACA:AKAP6:ANKS1B:ATF6B:AUTS2:CACNA1C:CADM2:CALM1:CKB:EHBP1:ERBB4:FOXP1:GNAO1:GRIA2:GRIN2B:GRM5:HERC1:KCNQ5:MEF2A:MEF2C:MLF1:NCAM1:PCDH9:PPP2R2B:PTPRD:RAB2A:RBFOX1:RERE:RGS12:SCAI:SEMA6D:SGCZ:SOBP:SOX5:TCF4:TRPS1	Depressive-symptoms_Baselmans_2019	Ex8	DER22
AKT3:APP:ATP1B1:ATP2C1:AUTS2:BPTF:BSN:CABP1:CACNA1C:CACNA1E:CALM1:CDH13:CELF4:CKB:CTTN:DCC:DNM3:ERBB4:GNAO1:GPM6A:GRIN2B:GRM5:HERC1:KCNB1:KCNJ3:KLC1:LRRC7:MARK3:MEF2A:MSRA:NCAM1:NEGR1:NME7:NRF1:NTM:PCDH9:PDE4B:PRKCA:PRKD1:PTPRS:QKI:RABEP1:RABGAP1L:RBFOX1:RCAN2:RERE:RIMS1:SEMA6D:SGIP1:SORCS3:TCF4:TENM2:TNKS:TRIO:TRPC4AP:TSPAN5:USP34:ZDHHC21	Depressive-symptoms_Baselmans_2019	In1a	DER22
ADK:AKT3:APP:ATP1B1:AUTS2:CACNA1A:CALM1:CDH9:CELF2:CELF4:DCC:DNM3:ERBB4:EXT1:GALNTL6:GNAO1:GPM6A:GRIA1:GRIN2B:GRM5:GRM8:HECW2:HERC1:HP1BP3:INPP4B:KCNB1:KCNJ3:KMT2A:MARK3:MEF2A:MEF2C:NME7:NR3C2:PCDH9:PDE4B:PDXDC1:PICALM:PLCL1:PRKCA:PRKD1:PTPRS:QKI:RABEP1:RABGAP1L:RBFOX1:RERE:RGS6:RSRC1:SEMA6D:SGIP1:SLC25A12:TCF4:THRB:TMEM108:TOP1:TRIO:YLPM1:YWHAG	Depressive-symptoms_Baselmans_2019	In1b	DER22
AKAP6:AKT3:ANKS1B:APBA1:APP:ATP1B1:ATP2A2:AUTS2:BPTF:BSN:CABP1:CACNA1A:CACNA1C:CACNA1E:CALM1:CDH10:CDH13:CELF4:CKB:CNOT4:CNTN1:CTNNA3:DAG1:DDX17:DDX6:DTNBP1:EHBP1:ELP4:ERBB4:FAF1:FNBP4:GABRB2:GALNTL6:GNAO1:GPM6A:GRIA1:GRIN2B:GRM5:HP1BP3:HSPH1:HTT:KCNB1:KHDRBS2:KIF2A:KLC1:KMT2A:LRRC7:MAGI1:MAGI2:MAP1LC3B:MARK3:MEF2A:MEF2C:MTCH2:NCAM1:NCOA2:NEGR1:NME7:NR3C2:NRXN1:NTRK3:PCDH9:PDXDC1:PPP2R2B:PPP3CA:PRKCA:PRKD1:PTPRD:QKI:RABEP1:RABGAP1L:RBFOX1:RBM39:RBM5:RERE:RGS6:RIMS1:ROBO2:RSRC1:SEMA6D:SGIP1:SIPA1L1:SLC12A5:SMARCA2:SNCA:SRRM4:SYN2:SYT1:TCF4:TMEM108:TNRC6B:TOP1:UBP1:URI1:USP3:USP34:VMP1:YLPM1	Depressive-symptoms_Baselmans_2019	In1c	DER22
ADK:AKT3:APP:ATP1B1:ATP2A2:ATP2C1:AUTS2:CABP1:CACNA1C:CACNA1E:CALM1:CDH10:CDH13:CELF4:CKB:CNTN1:CTNNA3:DCC:DDX17:DENND1A:DNM3:EHBP1:EIF4G3:ELP4:ERBB4:GNAO1:GPM6A:GRIA1:GRIK5:GRIN2B:GRM5:GRM7:HERC1:HTT:KAT2B:KCNB1:KHDRBS2:LRRC7:MARK3:MEF2A:MEF2C:MTCH2:NCAM1:NCOA2:NEGR1:NME7:NR3C2:NRXN1:NTRK3:OSBPL1A:PCDH9:PDE4B:PDE8B:PDXDC1:PPP2CB:PPP2R2B:PPP3CA:PRKAA2:PRKCA:PTPRD:PTPRS:QKI:RABEPK:RBFOX1:RBFOX2:RBM5:RERE:RGS6:SF3B1:SGIP1:SIPA1L1:SLC12A5:SOX5:SYN2:SYT1:TCF4:TMEM108:TOP1:TRIO	Depressive-symptoms_Baselmans_2019	In3	DER22
AKT3:APBA1:APP:ATP1B1:AUTS2:B3GLCT:BSN:CABP1:CACNA1C:CACNA1E:CADM2:CALM1:CAMKV:CELF4:CLASP2:DCC:DNM3:ERBB4:EXT1:FBXO21:GAD2:GALNTL6:GPM6A:GRIA1:GRIN2B:GRM5:GRM7:GRM8:HECW2:HERC1:INPP4B:KCNJ3:KLC1:KMT2A:LRRC7:MAML3:MAPK1:MARK3:MEF2A:MEF2C:NCAM1:NCOA2:NEGR1:NME7:NR3C2:NRXN1:NTM:PCDH9:PPP2R2B:PRKCA:PTPRS:QKI:RAPGEF4:RBFOX1:RCAN2:REEP5:RERE:RIMS1:SCAI:SGCZ:SGIP1:SLC44A5:SOX5:TCF4:THRB:TRIO:TRPC4AP:WWOX:YLPM1	Depressive-symptoms_Baselmans_2019	In4a	DER22
ADGRB3:AKT3:APP:ASCC3:ATP1B1:ATP2A2:AUTS2:BPTF:BSN:CABP1:CACNA1A:CACNA1C:CACNA1E:CALM1:CAMKV:CDH13:CELF2:CELF4:CKB:CNTN1:CTNNA3:CTTNBP2:DCC:DDX17:DENND1A:DNM3:DYNC1I2:EHBP1:ELMO1:ELP4:ERBB4:EXT1:GNAO1:GPM6A:GRIA1:GRIN2B:GRM5:HECW2:HERC1:HSPA5:HTT:IP6K1:KCNB1:KCNJ3:KLC1:LRRC7:MAGI1:MAGI2:MEF2A:MEF2C:MSRA:MTCH2:NCAM1:NCOA2:NDUFA2:NEGR1:NME7:NR3C2:NTM:PCDH9:PPP2R2B:PRKAA2:PRKCA:PTPRD:PTPRS:QKI:RAPGEF2:RAPGEF4:RBFOX1:RBM5:REEP5:RERE:RIMS1:SEMA6D:SGCZ:SGIP1:SLC12A5:SOX5:STRN3:TCF4:THRB:TRIO:USP34:YLPM1	Depressive-symptoms_Baselmans_2019	In4b	DER22
AKAP6:AKT3:APP:ARNTL:ATF6B:ATP1B1:AUTS2:BPTF:BTRC:CABP1:CACNA1C:CALM1:CELF2:CELF4:CKB:CTNNA3:DDX17:DICER1:DNM3:ELMO1:ERBB4:GPATCH8:GPM6A:GRIA1:GRIN2B:GRM5:HCN1:HERC1:KCNB1:KCNJ3:KIF5A:KLC1:MEF2A:MEF2C:MSRA:MTCH2:NCAM1:NCOA2:NCOR1:NEGR1:NME7:NOL4:NTM:PCDH9:PPM1E:PPP2R2B:PRKCA:PTPRD:QKI:RAB2A:RABGAP1L:RASAL2:RBFOX1:RBM5:RERE:SGIP1:SIPA1L1:SLC12A5:SLC25A12:SOX5:SOX6:TCF4:TNRC6B:TRPS1:TTC1:USP34	Depressive-symptoms_Baselmans_2019	In6a	DER22
APP:ATP1B1:AUTS2:CALM1:CDH13:CDH9:CELF4:CKB:CLASP2:CTNNA3:DDX6:ELAVL2:EP300:ERBB4:GALNTL6:GPM6A:GRIN2B:GRM5:KCNB1:KCNJ3:MARK3:MEF2A:MEF2C:NCAM1:NCOA2:NME7:PCDH9:PPP2R2B:PRKAA2:PRKCA:QKI:RBFOX1:RERE:SGIP1:SIPA1L1:SLC12A5:SOX5:SOX6:TCF4:VMP1	Depressive-symptoms_Baselmans_2019	In6b	DER22
AKT3:ANKS1B:APP:ATP1B1:AUTS2:BRAF:CADM2:CALM1:CDH18:CDH9:CELF4:CKB:CLASP2:ELAVL2:ERBB4:EXOC4:GRIA1:GRIK3:GRIN2B:GRM5:KCNB1:KIF2A:KIRREL3:KLC1:LRRC7:MAGI2:MARK3:MEF2A:MEF2C:NCAM1:NCOA2:NOL4:PCDH9:PDE4B:PPP2R2B:PPP3CA:PTPRD:PTPRG:PTPRN2:QKI:RBFOX1:RBFOX2:RBMS3:RCAN2:REEP5:RERE:ROBO2:RUNX1T1:SCAI:SGCZ:SGIP1:SOX5:SOX6:TCF4:ZBTB20:ZEB2	Depressive-symptoms_Baselmans_2019	In7	DER22
AKT3:ANKS1B:APBA1:ATP1B1:ATP2C1:AUTS2:BPTF:CACNA1A:CACNA1C:CADM2:CALM1:CDH13:CDH9:CKB:CLASP2:DLG2:ERBB4:GNAO1:GPM6A:GRIK3:GRIN2B:GRM5:KCNB1:KCNJ3:KLC1:LRRC7:MAGI2:MARK3:MEF2A:MEF2C:NCAM1:NCOA2:NRG3:NRXN1:NRXN3:PCDH9:PDE4B:PLCH1:PPP2R2B:PPP3CA:PTPRD:PTPRG:PTPRN2:QKI:RAPGEF4:RBFOX1:RERE:RGS6:RIMS1:RUNX1T1:SLC12A5:SLC24A3:SNCA:SOX5:SOX6:SYT1:TCF4:TENM2:THRB:TSPAN5:USP34:YLPM1:ZDHHC17:ZDHHC21:ZEB2	Depressive-symptoms_Baselmans_2019	In8	DER22
AKT3:APP:ARHGAP21:AUTS2:BPTF:CADM2:CALM1:CALM3:CDH10:CDH9:CKB:CREB1:CTNNA3:DCC:DDX17:DDX6:DENND1A:DLG2:ELMO1:EP300:ERBB4:GGT7:GNAO1:GPM6A:GRM5:KLHL32:LRRC7:MAGI2:MAML3:MAP4K4:MARK3:MBNL1:MBNL2:MEF2A:MEF2C:NCAM1:NME7:PCDH9:PICALM:PIK3R1:PLCL1:PPP2R2B:PPP3CA:PRKAA2:PRKCA:PTK2B:PTPRD:QKI:RBFOX1:RERE:RHOBTB1:SOX5:TCF4:TRPS1:USP34:ZBTB20	Depressive-symptoms_Baselmans_2019	Microglia	DER22
AKT3:ANKS1B:APP:ATP1B1:AUTS2:BLZF1:BPTF:CADM2:CALM1:CKB:CTNNA3:DCC:DDX17:DDX6:DENND1A:EIF2S2:ELMO1:EP300:ERBB4:FHIT:FNBP4:GPM6A:GRIN2B:GRM5:KLHL32:KTN1:MAGI2:MAML3:MAPK1:MBNL1:MBNL2:MEF2A:NCAM1:NEGR1:NME7:NRXN1:NTM:P2RX7:PCDH9:PDE4B:PLCL1:POGZ:PPP2R2B:PPP3CA:PRKCA:QKI:RBFOX1:RBM39:RCAN2:RERE:SCAI:SGIP1:SIPA1L1:TCF4:TENM2:TNKS:TRPS1:TSPAN5:USP34:ZBTB20	Depressive-symptoms_Baselmans_2019	Oligo	DER22
AKT3:ANKS1B:APP:ATP2A2:CACNA1E:CADM2:CALM1:CDH10:CDH13:COBL:CTNNA3:DCC:DDX6:DENND1A:ELMO1:ELP4:ERBB4:FHIT:GPM6A:GRIN2B:GRM5:KAT2B:LRRC7:LRRTM4:MEF2A:MEF2C:NCAM1:NCOA2:NCOR1:PCDH9:PICALM:PPP2R2B:PPP3CA:PRKCA:PTPRZ1:RBFOX1:RERE:SGIP1:SOX5:SOX6:TCF4:VMP1:ZBTB20:ZFPM2	Depressive-symptoms_Baselmans_2019	OPC	DER22
AKT3:ANKS1B:APP:ARHGAP26:ATF1:ATP1B1:AUTS2:BAIAP2:BPTF:CACNA1C:CADM2:CALM1:CNTN1:CYTH3:DCC:DENND1A:EHBP1:EP300:ERBB4:GNAI2:GNAO1:GPM6A:GRIN2B:GRM3:GRM5:GRM7:GRM8:HSPA1A:KIF2A:KLF7:KTN1:MBNL2:MEF2A:MEF2C:NCAM1:NCOR1:NEBL:NRXN1:NTRK3:PBRM1:PCDH9:PDE4B:PLCL1:POGZ:PPP2R2B:PRKCA:PRKD1:QKI:RBFOX1:RBM26:RBMS3:RCAN2:RERE:RGS6:RHOBTB1:ROBO2:RTN4:SGIP1:SOBP:SOX5:SYT1:TCF4:TENM2:TSPAN5:VCL:ZBTB20:ZDHHC21	Depressive-symptoms_Baselmans_2019	Per	DER22
AGAP1:APP:CADM2:CAMTA1:CELF2:CUX1:ERBB4:FOXP1:GPM6A:JMJD1C:LRP1B:MAML2:MAPT:MEF2C:NEGR1:PDE4B:PDE4D:PRKCA:SDCCAG8:SRPK2:SRSF2:SYT17:TCF4:TEAD1:TRPM3:TSC22D4	Educational-Attainment_Okbay_2016_Education-Years-All	Astro	DER22
AGAP1:AKT3:APP:ATXN1:BBX:CADM2:CAMTA1:CELF2:CUX1:DAB1:EPAS1:FOXP1:FOXP2:GNAI2:GPM6A:IER2:JMJD1C:MAP4:MEF2C:PDE4B:PDE4D:PPFIBP1:PPP3CA:RAP1A:RBFOX2:RBM6:RERE:SERF2:SORBS2:TANK:TCF4:TEAD1:UQCR10:UTRN:ZIC1	Educational-Attainment_Okbay_2016_Education-Years-All	Endo	DER22
